met_id,abbreviation,chargedFormula,charge
4658,chylo_hs,X,0
4659,dopa4sf,C8H11NO5S,0
4660,dopa4glcur,C14H19NO8,0
4661,dopa3glcur,C14H19NO8,0
4662,34dhpe,C8H10O3,0
4663,neuromelanin,X,0
4664,5cysgly34dhphe,C14H19N3O7S,0
4665,6hddopaqn,C8H10NO3,0
4666,5cysdopa,C11H17N2O4S,1
4667,23dh1i56dio,C8H7NO2,0
4668,4glu56dihdind,C18H23N4O8S,-1
4669,ind56qn,C8H5NO2,0
4670,phcrm_hs,C18H38NO3FULLRCO,0
4671,phsphings,C18H40NO3,1
4672,phsph1p,C18H39NO6P,-1
4673,gda1_hs,X,0
4674,hhxdcal,C16H32O2,0
4675,M01570,X,0
4676,M02956,C6H5O6R3,0
4677,M01569,X,0
4678,M00234,C5H6O5R2,0
4679,M01807,CHO2R,0
4680,M00503,C4H7O4R,0
4681,HC02065,CHO2R,0
4682,M03147,X,0
4683,M03146,X,0
4684,M00241,C5H6O5R2,0
4685,M01820,CHO2R,0
4686,M00510,C4H7O4R,0
4687,M01819,CHO2R,0
4688,M00003,C17H31O2,-1
4689,M00008,C20H35O2,-1
4690,M00010,C20H33O2,-1
4691,M00017,C20H37O2,-1
4692,M00019,C18H33O2,-1
4693,M00021,C22H39O2,-1
4694,M00115,C18H33O2,-1
4695,M00117,C14H25O2,-1
4696,M00260,C22H35O2,-1
4697,M00265,C22H37O2,-1
4698,M00315,C24H39O2,-1
4699,M00341,C22H37O2,-1
4700,M01197,C16H29O2,-1
4701,M01207,C20H35O2,-1
4702,M01235,C20H37O2,-1
4703,M01238,C17H31O2,-1
4704,M01582,C22H41O2,-1
4705,M02053,C21H41O2,-1
4706,M02457,C20H34O2,0
4707,M02613,C19H37O2,-1
4708,M02745,C14H25O2,-1
4709,M03045,C23H45O2,-1
4710,M03051,C13H25O2,-1
4711,M03153,C26H49O2,-1
4712,M02048,X,0
4713,M02047,X,0
4714,M02353,X,0
4715,M02352,X,0
4716,M02560,CHO2R,0
4717,M02561,CHO2R,0
4718,M02909,CHO2R,0
4719,M02108,C7H13O2,-1
4721,M03117,C11H21O2,-1
4722,M03134,C5H9O2,-1
4723,M02757,X,0
4724,M01816,X,0
4725,M01268,X,0
4726,M02694,C26H40N7O17P3S,-4
4727,M02107,C28H44N7O17P3S,-4
4728,M02616,C30H48N7O17P3S,-4
4729,M03116,C32H52N7O17P3S,-4
4730,M03050,C34H56N7O17P3S,-4
4731,M00129,C35H56N7O17P3S,-4
4732,HC10784,C35H56O17P3SN7,-4
4733,M01141,C35H56N7O17P3S,-4
4734,M01191,C37H60N7O17P3S,-4
4735,M00004,C38H62N7O17P3S,-4
4736,M01237,C38H62N7O17P3S,-4
4737,M00020,C39H64N7O17P3S,-4
4738,vacccoa,C39H64N7O17P3S,-4
4739,M00127,C39H64N7O17P3S,-4
4740,M00116,C39H64N7O17P3S,-4
4741,M02612,C40H68N7O17P3S,-4
4742,M00018,C41H68N7O17P3S,-4
4743,M01236,C41H68N7O17P3S,-4
4744,M00123,C41H66N7O17P3S,-4
4745,M00101,C41H64N7O17P3S,-4
4746,M02052,C42H72N7O17P3S,-4
4747,M00006,C43H72N7O17P3S,-4
4748,M03047,C44H76N7O17P3S,-4
4749,M02112,C47H80N7O17P3S,-4
4750,M00012,C41H64N7O17P3S,-4
4751,M00343,C43H68N7O17P3S,-4
4752,M00023,C43H70N7O17P3S,-4
4753,HC02066,CHO2R,0
4754,HC02085,C5H6O5R2,0
4755,HC02080,C10H19NO8PR2,0
4756,M02740,C5H5O8PR3,-2
4757,M01429,C12H19N3O13P2,-2
4758,M00484,C15H29O7P,-2
4759,M00502,C16H31O7P,-2
4760,M00493,C17H33O7P,-2
4761,M00471,C17H31O7P,-2
4762,M00463,C17H33O7P,0
4763,M00454,C17H31O7P,-2
4764,M00498,C18H35O7P,-2
4765,M00461,C19H35O7P,-2
4766,M00481,C20H39O7P,-2
4767,M00438,C20H37O7P,-2
4768,M00469,C20H37O7P,-2
4769,M00448,C21H39O7P,-2
4770,M00474,C21H39O7P,-2
4771,M00470,C21H39O7P,-2
4772,M00462,C21H39O7P,-2
4773,M00458,C21H37O7P,-2
4774,M00494,C22H43O7P,-2
4775,M00478,C23H45O7P,-2
4776,M00447,C23H43O7P,-2
4777,M00442,C23H43O7P,-2
4778,M00468,C23H43O7P,-2
4779,M00465,C23H41O7P,-2
4780,M00453,C23H39O7P,-2
4781,M00480,C24H47O7P,-2
4782,M00477,C25H49O7P,-2
4783,M00446,C25H47O7P,-2
4784,M00441,C25H47O7P,-2
4785,M00501,C26H51O7P,-2
4786,M00500,C27H53O7P,-2
4787,M00449,C27H51O7P,-2
4788,M00482,C29H57O7P,-2
4789,M00483,C29H55O7P,-2
4790,M00492,C21H35O7P,-2
4791,M00457,C21H33O7P,-2
4792,M00464,C23H37O7P,-2
4793,M00452,C23H35O7P,-2
4794,M00459,C25H39O7P,-2
4795,M00466,C27H43O7P,-2
4796,M00455,C27H41O7P,-2
4797,M00450,C25H37O7P,-2
4798,M00439,C23H39O7P,-2
4799,M00444,C25H43O7P,-2
4800,M00436,C25H41O7P,-2
4801,M00443,C27H45O7P,-2
4802,M00479,C21H35O7P,-2
4803,M00476,C23H39O7P,-2
4804,M00460,C25H41O7P,-2
4805,M00467,C27H45O7P,-2
4806,M00456,C27H43O7P,-2
4807,M00451,C25H39O7P,-2
4808,M00440,C23H41O7P,-2
4809,M00445,C25H45O7P,-2
4810,M00437,C25H37O7P,-2
4811,HC02089,C22H31N7O17P3SR,-4
4812,HC02043,C22H31N7O17P3SR,-4
4813,HC02061,C22H31N7O17P3SR,-4
4814,HC02044,C22H31N7O17P3SR,-4
4815,HC02045,C22H31N7O17P3SR,-4
4816,HC02046,C22H31N7O17P3SR,-4
4817,HC02047,C22H31N7O17P3SR,-4
4818,HC02048,C22H31N7O17P3SR,-4
4819,HC02082,C22H31N7O17P3SR,-4
4820,HC02038,C4H6O7PR,-2
4821,HC02039,C4H6O7PR,-2
4822,HC02040,C4H6O7PR,-2
4823,HC02041,C4H6O7PR,-2
4824,HC02042,C4H6O7PR,-2
4825,HC02084,C4H6O7PR,-2
4826,HC02091,C4H6O7PR,-2
4827,HC02093,C5H5O8PR2,-2
4828,HC02094,C14H17N3O15P2R2,-2
4829,HC02050,C5H5O8PR2,-2
4830,HC02051,C5H5O8PR2,-2
4831,HC02052,C5H5O8PR2,-2
4832,HC02053,C5H5O8PR2,-2
4833,HC02054,C5H5O8PR2,-2
4834,HC02086,C5H5O8PR2,-2
4835,HC02056,C5H6O5R2,0
4836,HC02057,C5H6O5R2,0
4837,HC02058,C5H6O5R2,0
4838,HC02059,C5H6O5R2,0
4839,HC02060,C5H6O5R2,0
4840,M02958,C6H5O6R3,0
4841,HC02079,C7H12NO8PR2,0
4842,M00511,C6H12NO7PR,-1
4843,HC02067,CHO2R,0
4844,M02913,C5H14NO6P,0
4845,M02686,C8H13NO8PR2,-1
4846,M02758,C9H15NO8PR2,-1
4847,HC02063,CHO2R,0
4848,HC02071,C4H7O4R,0
4849,HC02064,CHO2R,0
4850,HC02075,C4H7O4R,0
4851,HC02069,CHO2R,0
4852,HC02072,C4H7O4R,0
4853,HC02073,C4H7O4R,0
4854,HC02074,C4H7O4R,0
4855,HC02068,CHO2R,0
4856,HC02076,C4H7O4R,0
4857,HC02070,CHO2R,0
4858,M02114,C16H34O,0
4859,M00550,C19H35O7P,-2
4860,M02017,C19H37O6P,-2
4861,M00532,C19H39O6P,-2
4862,M02748,C19H38NO4R,0
4863,M02749,C18H40NO3,1
4864,M00653,C5H6O5,-2
4866,M02197,C53H92N3O28R,0
4867,M02491,X,0
4868,M01958,X,0
4869,M03131,X,0
4870,M03160,C36H63N2O16R,0
4871,M02012,X,0
4872,M02013,C50H86N3O26R,0
4873,M00808,X,0
4874,M01849,X,0
4875,M01860,C50H89N2O26FULLRCO,0
4876,M02195,C50H89N2O26FULLRCO,0
4878,M02194,X,0
4880,M02683,C45H79N2O23R,0
4881,M02592,X,0
4882,M03094,X,0
4883,M02196,X,0
4884,M02162,X,0
4885,M03093,C59H102N3O32R,0
4887,M02163,X,0
4889,M01886,X,0
4891,M03132,X,0
4898,M02186,X,0
4899,M02490,X,0
4900,M01881,X,0
4901,CE7231,X,0
4902,M01213,C20H31O3,-1
4903,M01239,C20H31O3,-1
4904,M00297,C20H31O3,-1
4905,CE7228,X,0
4906,M00396,C20H31O3,-1
4907,M00414,C20H31O3,-1
4908,M00426,C20H31O3,-1
4909,M00430,C20H31O3,-1
4910,M01051,C20H33O4,-1
4911,M01208,C20H33O4,-1
4912,M00277,C20H33O4,-1
4913,M00364,C20H33O4,-1
4914,CE6246,C20H31O4,-1
4915,M00377,C20H31O3,-1
4916,M00393,C20H29O3,-1
4917,M00390,C20H31O4,-1
4918,M00276,C20H33O5,-1
4919,M00296,C20H31O4,-1
4920,M00280,C20H33O5,-1
4921,M00334,C20H29O3,-1
4922,M02098,C20H31O4,-1
4923,M03056,C20H33O5,-1
4924,M01203,C20H31O4,-1
4925,M01202,C20H31O3,-1
4926,M00005,C20H31O4,-1
4927,CE2725,C18H31O3,-1
4928,CE2726,C16H24O3,-1
4929,CE2727,C14H22O3,-1
4930,M00310,C18H29O3,-1
4931,CE2728,C16H25O3,-1
4932,CE2729,C16H25O3,-1
4933,CE2449,C20H31O4,-1
4934,M00321,C20H33O3,-1
4935,CE4922,X,0
4936,M01111,C5H7NO3,0
4937,M00304,C23H37NO5S,0
4938,M00320,C20H31O4,-1
4939,CE5663,C20H33O5,-1
4940,CE5350,C20H33O4,-1
4941,M00424,C18H24O6,-2
4942,CE6195,X,0
4943,CE6197,C19H26NO7S,-3
4944,M01167,C20H31O6,-1
4945,M00392,C20H31O5,-1
4946,M00381,C20H29O5,-1
4947,M00338,C20H31O5,-1
4948,M00382,C20H29O4,-1
4949,CE5708,C23H36O7,0
4950,M00383,C20H27O3,-1
4951,M00939,C30H50O2,0
4952,M00937,C30H48O2,0
4953,M00961,C29H48O2,0
4954,M00957,C29H46O2,0
4955,M00963,C28H46O2,0
4956,M00959,C28H44O2,0
4957,M00955,C28H44O3,0
4958,M01067,C27H42O,0
4959,M00940,C30H52O2,0
4960,M00938,C30H50O2,0
4961,M00942,C29H48O,0
4962,M00962,C29H50O2,0
4963,M00958,C29H48O2,0
4964,M00954,C29H48O3,0
4965,M00966,C28H46O,0
4966,M00967,C28H48O,0
4967,M00964,C28H48O2,0
4968,M00960,C28H46O2,0
4969,M00956,C28H46O3,0
4970,M01068,C27H44O,0
4971,M01094,C27H48O3,0
4972,CE5133,C27H46O5,0
4973,M00617,C48H76N7O19P3S,-4
4974,M00754,C48H74N7O20P3S,-4
4976,M00978,C27H44O3,0
4977,M00976,C27H44O4,0
4978,M01081,C27H46O4,0
4979,M01083,C27H46O3,0
4980,M01077,C27H48O4,0
4981,M01080,C27H48O3,0
4982,M01076,C27H48O5,0
4983,M01079,C27H48O4,0
4984,M00746,C27H46O5,0
4985,M00753,C27H46O4,0
4986,M02977,C27H47O4,-1
4987,M00742,C27H45O5,-1
4988,M00615,C48H76N7O21P3S,-4
4989,M00743,C48H76N7O20P3S,-4
4990,M00625,C27H46O2,0
4991,M00979,C27H44O3,0
4992,M00977,C27H44O4,0
4993,M01082,C27H46O4,0
4994,M01084,C27H46O3,0
4995,M01179,C27H44O3,0
4996,M01092,C27H48O4,0
4997,M01989,C26H43NO5,0
4998,M02155,C24H40O4,0
4999,M02935,X,0
5000,M01511,C27H46O,0
5001,M00606,C27H46O2,0
5002,M00579,C27H46O3,0
5003,M01014,C6H14O,0
5004,M02827,X,0
5005,M02663,X,0
5006,M00405,C27H46O3,0
5007,M00605,C21H32O3,0
5008,M02828,X,0
5009,M02665,X,0
5010,M01184,C21H32O3,0
5011,M00406,C21H32O4,0
5012,M00283,C21H32O5,0
5013,M01075,C19H26O2,0
5014,M02760,C21H30O2,0
5015,M02761,C21H30O3,0
5016,M00603,C21H30O4,0
5017,M00285,C21H30O3,0
5018,M00759,C21H34O2,0
5019,M00429,C21H30O5,0
5020,M00434,C19H26O3,0
5021,M00431,C19H26O3,0
5022,M00433,C19H24O3,0
5023,M00783,C47H82N7O18P3S,-4
5024,M00049,C47H80N7O17P3S,-4
5025,M02773,C3H5OSR,0
5026,M00898,C5H7O2SR,0
5027,M00796,C5H9O2SR,0
5028,M00062,C5H7OSR,0
5029,M02693,C5H9OSR,0
5030,M00876,C7H11O2SR,0
5031,M00781,C7H13O2SR,0
5032,M00047,C7H11OSR,0
5033,M02106,C7H13OSR,0
5034,M00888,C9H15O2SR,0
5035,M00791,C9H17O2SR,0
5036,M00055,C9H15OSR,0
5037,M02615,C9H17OSR,0
5038,M00910,C11H19O2SR,0
5039,M00805,C11H21O2SR,0
5040,M00070,C11H19OSR,0
5041,M03115,C11H21OSR,0
5042,M00908,C13H23O2SR,0
5043,M00803,C13H25O2SR,0
5044,M00068,C13H23OSR,0
5045,M03048,C13H25OSR,0
5046,M00896,C15H27O2SR,0
5047,M00794,C15H29O2SR,0
5048,M00060,C15H27OSR,0
5049,M02687,C15H29OSR,0
5050,M00874,C17H31O2SR,0
5051,M00779,C17H33O2SR,0
5052,M00045,C17H31OSR,0
5053,M02099,C17H33OSR,0
5054,M00887,C40H66N7O18P3S,-4
5055,M00790,C40H68N7O18P3S,-4
5056,M00054,C40H66N7O17P3S,-4
5057,M00873,C42H70N7O18P3S,-4
5058,M00778,C42H72N7O18P3S,-4
5059,M00044,C42H70N7O17P3S,-4
5060,M00907,C44H74N7O18P3S,-4
5061,M00802,C44H76N7O18P3S,-4
5062,M00067,C44H74N7O17P3S,-4
5063,M00879,C47H78N7O18P3S,-4
5064,M00715,C47H80N7O18P3S,-4
5065,M03016,C47H78N7O17P3S,-4
5066,M00843,C41H66N7O18P3S,-4
5067,M00702,C41H68N7O18P3S,-4
5068,M03014,C41H66N7O17P3S,-4
5069,M00852,C41H66N7O18P3S,-4
5070,M00707,C41H68N7O18P3S,-4
5071,M03018,C41H66N7O17P3S,-4
5072,M00839,C43H70N7O18P3S,-4
5073,M00699,C43H72N7O18P3S,-4
5074,M03011,C43H70N7O17P3S,-4
5075,M00871,C41H64N7O18P3S,-4
5076,M00704,C41H66N7O18P3S,-4
5077,M03017,C41H64N7O17P3S,-4
5078,M00860,C43H68N7O18P3S,-4
5079,M00085,C43H70N7O18P3S,-4
5080,M03008,C43H68N7O17P3S,-4
5081,M01217,C18H31O4,-1
5082,CE2539,C18H31O3,-1
5083,M00336,C18H31O3,-1
5084,M00869,C41H62N7O18P3S,-4
5085,M00086,C41H64N7O18P3S,-4
5086,M03005,C41H62N7O17P3S,-4
5087,M00862,C43H66N7O18P3S,-4
5088,M00712,C43H68N7O18P3S,-4
5089,M03006,C43H66N7O17P3S,-4
5090,M01729,C19H37NO4,0
5091,M03049,C20H39NO4,0
5092,M02973,C21H41NO4,0
5093,M02975,C21H39NO4,0
5094,M02976,C21H39NO4,0
5095,M02102,C24H45NO4,0
5096,M02103,C24H45NO4,0
5097,vacccrn,C25H47NO4,0
5098,M02638,C25H47NO4,0
5099,M02611,C26H51NO4,0
5100,M01776,C27H51NO4,0
5101,M01777,C27H51NO4,0
5102,M01775,C27H51NO4,0
5103,M00122,C27H49NO4,0
5104,M00100,C27H47NO4,0
5105,M02051,C28H55NO4,0
5106,M01724,C29H57NO4,0
5107,M01727,C29H55NO4,0
5108,M01726,C29H55NO4,0
5109,M02637,C25H43NO4,0
5110,M00011,C27H47NO4,0
5111,M00342,C29H51NO4,0
5112,M00261,C29H49NO4,0
5113,M01770,C27H49NO4,0
5114,M00022,C29H52NO4,-1
5115,M00263,C29H51NO4,0
5116,M00316,C31H53NO4,0
5117,M03046,C30H59NO4,0
5118,M02111,C33H63NO4,0
5119,M00112,C31H49NO4,0
5120,M00046,C38H62N7O17P3S,-4
5121,M00780,C38H64N7O18P3S,-4
5122,M00875,C38H62N7O18P3S,-4
5123,M00061,C36H58N7O17P3S,-4
5124,M00795,C36H60N7O18P3S,-4
5125,M00897,C36H58N7O18P3S,-4
5126,M00069,C34H54N7O17P3S,-4
5127,M00804,C34H56N7O18P3S,-4
5128,M00909,C34H54N7O18P3S,-4
5129,M00071,C32H50N7O17P3S,-4
5130,M00806,C32H52N7O18P3S,-4
5131,M00911,C32H50N7O18P3S,-4
5132,M00056,C30H46N7O17P3S,-4
5133,M00792,C30H48N7O18P3S,-4
5134,M00889,C30H46N7O18P3S,-4
5135,M00048,C28H42N7O17P3S,-4
5136,M00782,C28H44N7O18P3S,-4
5137,M00877,C28H42N7O18P3S,-4
5138,M00063,C26H38N7O17P3S,-4
5139,M00797,C26H40N7O18P3S,-4
5140,M00899,C26H38N7O18P3S,-4
5141,M03019,C37H58N7O17P3S,-4
5142,M00172,C37H60N7O18P3S,-4
5143,M00849,C37H58N7O18P3S,-4
5144,M03022,C35H54N7O17P3S,-4
5145,M01573,C35H56N7O18P3S,-4
5146,M00885,C35H54N7O18P3S,-4
5147,M03024,C39H62N7O17P3S,-4
5148,M00170,C39H64N7O18P3S,-4
5149,M00841,C39H62N7O18P3S,-4
5150,HC10695,C33H52N7O17P3S,-4
5152,M01452,C49H80O2,0
5153,M01453,C49H82O2,0
5154,M01454,C44H76O2,0
5155,M01455,C47H78O2,0
5156,M01456,C47H80O2,0
5157,M01457,C49H86O2,0
5158,M01458,C47H82O2,0
5159,M01459,C51H84O2,0
5160,M01460,C49H82O2,0
5161,M01461,C49H84O2,0
5162,M01462,C49H86O2,0
5163,M01463,C47H82O2,0
5164,M01464,C45H78O2,0
5165,M01465,C51H90O2,0
5166,M01466,C49H76O2,0
5167,M01467,C49H78O2,0
5168,M01468,C47H74O2,0
5169,M01469,C47H78O2,0
5170,M01470,C41H70O2,0
5171,M01471,C51H80O2,0
5172,M01472,C51H82O2,0
5173,M01473,C45H72O2,0
5174,M01474,C45H76O2,0
5175,M01475,C49H78O2,0
5176,M01476,C49H80O2,0
5177,M01477,C43H74O2,0
5178,M01478,C45H78O2,0
5179,M01479,C41H70O2,0
5180,M01480,C47H76O2,0
5181,M01481,C47H80O2,0
5182,M01482,C51H82O2,0
5183,M01483,C51H84O2,0
5184,M01484,C47H82O2,0
5185,M01485,C44H76O2,0
5186,M01486,C45H78O2,0
5187,M01487,C41H70O2,0
5188,M01489,C45H78O2,0
5189,M01490,C47H78O2,0
5190,M01491,C49H88O2,0
5191,M01492,C47H84O2,0
5192,M01494,C48H86O2,0
5193,M01495,C44H78O2,0
5194,M01496,C53H96O2,0
5195,M01497,C53H94O2,0
5196,M01498,C39H68O2,0
5197,M01501,C41H72O2,0
5198,M01502,C46H82O2,0
5199,M01506,C42H74O2,0
5200,M01508,C51H92O2,0
5201,M01509,C50H90O2,0
5202,M01510,C40H70O2,0
5203,M01572,C14H6N2O6,-2
5204,M02127,C7H13N3O2R2,0
5205,CE3074,C6H11O9P,-2
5206,M00646,C3H3O4,-1
5207,CE2120,X,0
5208,M01408,C12H16N2O,0
5209,M01757,C5H8O5,0
5210,M01358,X,0
5211,M01631,C42H44FeN8O8S2R4,0
5212,M02050,X,0
5213,M01957,C57H88O2,0
5216,M03081,X,0
5217,M02421,C24H30N6O12PR(C5H8O6PR)n,0
5218,M03063,X,0
5219,M02335,C13H22NO11PR2(C5H8O6PR)n,0
5220,M03064,X,0
5221,M02340,C21H33N9O11PR(C5H8O6PR)n,0
5222,M03065,X,0
5223,M02341,C14H23N2O12PR2(C5H8O6PR)n,0
5224,M03066,X,0
5225,M02342,C14H22NO13PR2(C5H8O6PR)n,0
5226,M03067,X,0
5227,M02351,C18H26N6O11PSR(C5H8O6PR)n,0
5228,M03068,X,0
5229,M02376,C20H29N7O12PR(C5H8O6PR)n,0
5230,M03069,X,0
5231,M02377,C20H28N6O13PR(C5H8O6PR)n,0
5232,M03070,X,0
5233,M02006,C12H20NO11PR2(C5H8O6PR)n,0
5234,M03071,X,0
5235,M02380,C16H24N3O11PR2(C5H8O6PR)n,0
5236,M03072,X,0
5237,M02401,C21H32N6O11PR(C5H8O6PR)n,0
5238,M03073,X,0
5239,M02404,C21H32N6O11PR(C5H8O6PR)n,0
5240,M03074,X,0
5241,M02405,C16H29N2O11PR2(C5H8O6PR)n,0
5242,M03075,X,0
5243,M02408,C20H30N6O11PSR(C5H8O6PR)n,0
5244,M02576,C21H30N6O12PSR(C5H8O6PR)n,0
5245,M03076,X,0
5246,M02412,C19H26NO11PR2(C5H8O6PR)n,0
5247,M03077,X,0
5248,M02415,C15H24NO11PR2(C5H8O6PR)n,0
5249,M03078,X,0
5250,M02416,C13H22NO12PR2(C5H8O6PR)n,0
5251,M03079,X,0
5252,M02419,C14H24NO12PR2(C5H8O6PR)n,0
5253,M03080,X,0
5254,M02420,C26H31N7O11PR(C5H8O6PR)n,0
5255,M03082,X,0
5256,M02423,C20H30N6O11PR(C5H8O6PR)n,0
5257,M02414,X,0
5258,M01352,X,0
5259,M00245,C6H10O3S,0
5260,M00684,C4H7O2S,-1
5261,M01995,C58H90N2O43R2,0
5262,M00209,C8H14NOS2R,0
5263,M02397,C8H13OS3R,0
5264,M00210,C8H16NOR,0
5265,M00208,C8H16NOS2R,0
5266,CE5850,C26H37O4,-1
5267,CE5851,C24H33O4,-1
5268,CE5849,C21H29O4,-1
5269,CE5845,C19H27O4,-1
5270,M01938,C28H42O2,0
5271,CE5846,C25H35O4,-1
5272,CE5847,C23H31O4,-1
5273,CE5848,C20H27O4,-1
5274,CE5723,C18H25O4,-1
5275,CE5718,C25H39O4,-1
5276,CE5719,C23H35O4,-1
5277,CE5721,C20H29O4,-1
5278,CE5855,C26H41O4,-1
5279,CE5856,C24H37O4,-1
5280,CE5844,C21H31O4,-1
5281,M03122,C3H5N2O4,-1
5283,M01032,C20H28O2,0
5284,M00535,C9H20NO7PR,0
5285,M02838,C21H29O2R,0
5286,M00292,C36H60O2,0
5287,CE5652,C20H26O2,0
5288,CE6583,X,0
5289,CE6585,X,0
5290,CE6584,X,0
5291,CE2956,C20H27O3,-1
5292,CE2954,C20H25O3,-1
5293,CE2960,C26H34O9,-2
5294,M02605,C11H15N2,1
5295,M00647,C9H7O3,-1
5296,M00819,C9H12O4,0
5297,M00643,C9H7O4,-1
5298,M02146,I,-1
5299,M00658,C57H90O3,0
5300,M01165,C58H92O3,0
5301,M00770,C58H92O4,0
5302,M00213,C8H15N3O2R2,0
5303,M02767,C7H13N3O3R2,0
5304,M01036,C13H23N3O8R2,0
5305,M00232,C19H33N3O13R2,0
5308,M01378,C20H12O,0
5310,M00944,C30H29N3O7S,0
5311,M01377,C20H14O2,0
5312,M01241,C20H12O,0
5313,M01175,C30H29N3O7S,0
5314,M01376,C20H14O3,0
5315,M01242,C20H12O2,0
5316,M00034,C10H8O,0
5317,M00031,C20H23N3O7S,-2
5318,M00243,C10H10O2,0
5319,M02557,C10H8O2,0
5320,M00246,C10H6O2,0
5321,M00244,C10H10O3,0
5322,M00538,C10H8O,0
5323,M00250,C10H8O2,0
5324,M00251,C10H6O2,0
5325,M00668,C10H8O,0
5326,M00033,C20H23N3O7S,-2
5327,M01302,C17H12O7,0
5328,M01300,C17H12O7,0
5329,M01301,C17H12O8,0
5330,M01297,C17H12O7,0
5331,M01299,C27H29N3O13S,0
5332,M01295,C17H14O8,0
5333,M01294,C16H12O9,0
5334,M00229,C17H16O8,0
5335,M01156,C17H18O8,0
5336,M01318,C17H16O8,0
5337,M03044, with the NAS suggesting that low-level exposure might not represent a significant liver cancer risk in the general population. The chemical compound trichloroethylene is a chlorinated hydrocarbon commonly used as an industrial solvent. It is a clear non-flammable liquid with a sweet smell. The first known report of TCE in groundwater was given in 1949 by two English public chemists who described two separate instances of well contamination by industrial releases of TCE. Based on available federal and state surveys, between 9% to 34% of the drinking water supply sources tested in the U.S. may have some TCE contamination
5338,M02850,C12H16Cl2N3O6S,-1
5339,M02144,HCl,0
5340,M02954,C2HCl3O,0
5341,M01692,C2HCl3O,0
5342,M01691,C2H1Cl2O2,-1
5343,M01441,C2HCl3O,0
5344,M01440,C2H3Cl3O2,0
5345,M03041,C2Cl3O2,-1
5346,M03043,C2H3Cl3O,0
5347,M03042,C8H10Cl3O7,-1
5348,M01403,C6H5Br,0
5349,M01407,C6H5BrO,0
5350,M00724,C16H22BrN3O7S,0
5351,M01406,C6H7BrO2,0
5352,M00974,C6H5BrO,0
5353,M00975,C6H5BrO2,0
5354,M00973,C6H5BrO2,0
5355,M00972,C6H3BrO2,0
5356,M01405,C6H5BrO,0
5357,M00637,C6H5BrO,0
5358,M00571,C16H22BrN3O7S,0
5359,M01404,C6H7BrO2,0
5360,M00435,C20H16O,0
5361,M01196,C20H16O,0
5362,M01173,C20H16O,0
5363,M03032,C20H18O2,0
5364,M00030,C20H18O3,0
5365,M01195,C20H16O4S,0
5366,M03038,C20H18O2,0
5367,M00932,C10H13N3O2,0
5368,M00929,C10H15N3O2,0
5369,M00951,C10H13N3O3,0
5370,M00992,C10H13N3O3,0
5371,M00927,C10H13N3O3,0
5372,M00226,C10H15N3O3,0
5373,M01320,C10H15N3O3,0
5374,M00928,C16H23N3O8,0
5375,M02607,C16H23N3O8,0
5376,M00930,C10H15N3O3,0
5377,M00931,C9H11N3O2,0
5378,M00985,C9H11NO2,0
5379,M02589,N2,0
5380,M00917,C9H9NO3,0
5381,M01025,C9H9NO2,0
5382,M02608,CH4N2O,0
5383,M01035,C9H11NO2,0
5384,M01929,C9H10NO3,-1
5385,M01319,C9H13N3O2,0
5386,M00225,C9H13NO2,0
5387,M00545,C10H6NO2,-1
5388,M00546,C10H7NO3,0
5389,M00542,C20H24N4O9S,0
5390,M00541,C20H24N4O9S,0
5391,M00540,C10H9NO4,0
5392,M00547,C10H7NO3,0
5393,M00544,C20H24N4O9S,0
5394,M00543,C20H24N4O9S,0
5395,M00548,C10H7NO,0
5396,M02580,C10H9NO,0
5397,M00539,C10H9N,0
5398,M00228,C2H2Cl2,0
5399,M00568,C2H2Cl2O,0
5400,M02853,C12H19Cl2N3O7S,0
5401,M00567,C2H4Cl2O2,0
5402,M00227,C2H2Cl2O,0
5403,M00565,C12H17ClN3O7S,-1
5404,M00566,C22H32N6O13S2,-2
5405,M00676,C12H18N3O8S,-1
5406,M01444,C2H2Cl2O,0
5407,M02854,C12H17ClN3O7S,-1
5408,M01443,C2H2ClO2,-1
5409,M00242,C2H4Br2,0
5410,M00636,C2H3BrO,0
5411,M02143,Br,-1
5412,M02861,C12H17N3O7S,-2
5413,M01978,C12H18N3O6S,-2
5414,M02855,C12H19N3O7S,-2
5416,M02469,CH4Se,0
5417,M02895,C4H9NO2Se,0
5418,M01618,C10H13N5O8P,-1
5419,M02488,C10H12N5O6PS2,-2
5420,M01281,C20H24N10O12P2S2,-2
5421,M02847,C10H18O13P2R2(C5H8O6PR)n,0
5422,M00200,C3H5NOS,0
5423,M02898,C26H39N5O6SR4(C2H2NOR)n,0
5424,M00194,C20H33N2O3SR(C2H2NOR)n,0
5425,M00195,C21H35N2O3SR(C2H2NOR)n,0
5426,M01805,C18H31NO2S,0
5427,M00677,C15H24O,0
5428,M01871,X,0
5429,M01872,X,0
5430,M01142,C12H23NO10,0
5431,M01865,X,0
5432,M01895,X,0
5433,M01896,X,0
5434,M01897,X,0
5435,M01898,X,0
5436,M01867,X,0
5438,M01869,C82H135N8O55,0
5439,M01870,C90H148N9O60,0
5440,M00223,C7H15NO6PR,0
5441,M00512,C6H8O4R2,0
5442,M00627,C6H9O7PR2,0
5443,M00224,C5H9O3R,0
5444,M00222,C5H10O6PR,0
5446,M00206,C9H9NO2,0
5447,M00218,C10H11N2O6PR2,0
5448,M00217,C10H10N2O6SR2,0
